Fecha,Empresa,Moneda,Ventas
2020-11-12,Empresa B,EUR,787.81
2020-11-13,Empresa B,EUR,780.65
2020-11-14,Empresa B,EUR,987.64
2020-11-15,Empresa B,EUR,966.04
2020-11-16,Empresa B,EUR,884.83
2020-11-17,Empresa B,EUR,730.86
2020-11-18,Empresa B,EUR,843.02
2020-11-19,Empresa B,EUR,838.95
2020-11-20,Empresa B,EUR,809.23
2020-11-21,Empresa B,EUR,742.15
2020-11-22,Empresa B,EUR,899.35
2020-11-23,Empresa B,EUR,945.68
2020-11-24,Empresa B,EUR,863.23
2020-11-25,Empresa B,EUR,729.47
2020-11-26,Empresa B,EUR,692.4
2020-11-27,Empresa B,EUR,1121.07
2020-11-28,Empresa B,EUR,792.89
2020-11-29,Empresa B,EUR,974.43
2020-11-30,Empresa B,EUR,1185.01
2020-12-01,Empresa B,EUR,995.35
2020-12-02,Empresa B,EUR,729.08
2020-12-03,Empresa B,EUR,872.29
2020-12-04,Empresa B,EUR,1056.21
2020-12-05,Empresa B,EUR,998.4
2020-12-06,Empresa B,EUR,1084.79
2020-12-07,Empresa B,EUR,798.31
2020-12-08,Empresa B,EUR,889.93
2020-12-09,Empresa B,EUR,645.44
2020-12-10,Empresa B,EUR,1038.93
2020-12-11,Empresa B,EUR,846.24
2020-12-12,Empresa B,EUR,848.95
2020-12-13,Empresa B,EUR,775.8
2020-12-14,Empresa B,EUR,707.14
2020-12-15,Empresa B,EUR,827.35
2020-12-16,Empresa B,EUR,903.18
2020-12-17,Empresa B,EUR,663.01
2020-12-18,Empresa B,EUR,812.46
2020-12-19,Empresa B,EUR,919.54
2020-12-20,Empresa B,EUR,807.18
2020-12-21,Empresa B,EUR,775.02
2020-12-22,Empresa B,EUR,925.53
2020-12-23,Empresa B,EUR,817.06
2020-12-24,Empresa B,EUR,949.42
2020-12-25,Empresa B,EUR,821.34
2020-12-26,Empresa B,EUR,892.26
2020-12-27,Empresa B,EUR,1057.59
2020-12-28,Empresa B,EUR,1076.22
2020-12-29,Empresa B,EUR,885.78
2020-12-30,Empresa B,EUR,983.76
2020-12-31,Empresa B,EUR,829.24
2020-01-01,Empresa C,COP,916819
2020-01-02,Empresa C,COP,643016
2020-01-03,Empresa C,COP,1227300
2020-01-04,Empresa C,COP,1170757
2020-01-05,Empresa C,COP,956904
2020-01-06,Empresa C,COP,1086184
2020-01-07,Empresa C,COP,1394901
2020-01-08,Empresa C,COP,1041213
2020-01-09,Empresa C,COP,856675
2020-01-10,Empresa C,COP,1007802
2020-01-11,Empresa C,COP,1208431
2020-01-12,Empresa C,COP,1239866
2020-01-13,Empresa C,COP,958497
2020-01-14,Empresa C,COP,1177884
2020-01-15,Empresa C,COP,1033863
2020-01-16,Empresa C,COP,1201067
2020-01-17,Empresa C,COP,821013
2020-01-18,Empresa C,COP,1167589
2020-01-19,Empresa C,COP,1088139
2020-01-20,Empresa C,COP,982813
2020-01-21,Empresa C,COP,1034652
2020-01-22,Empresa C,COP,1149237
2020-01-23,Empresa C,COP,1118175
2020-01-24,Empresa C,COP,1292191
2020-01-25,Empresa C,COP,1343630
2020-01-26,Empresa C,COP,1184041
2020-01-27,Empresa C,COP,965665
2020-01-28,Empresa C,COP,976850
2020-01-29,Empresa C,COP,1240569
2020-01-30,Empresa C,COP,1246052
2020-01-31,Empresa C,COP,1324736
2020-02-01,Empresa C,COP,1295394
2020-02-02,Empresa C,COP,1219613
2020-02-03,Empresa C,COP,1293787
2020-02-04,Empresa C,COP,1202949
2020-02-05,Empresa C,COP,1310107
2020-02-06,Empresa C,COP,1167385
2020-02-07,Empresa C,COP,1016368
2020-02-08,Empresa C,COP,1240241
2020-02-09,Empresa C,COP,1492677
2020-02-10,Empresa C,COP,1165582
2020-02-11,Empresa C,COP,1412083
2020-02-12,Empresa C,COP,1447577
2020-02-13,Empresa C,COP,1456080
2020-02-14,Empresa C,COP,1210142
2020-02-15,Empresa C,COP,1492691
2020-02-16,Empresa C,COP,1019847
2020-02-17,Empresa C,COP,1352760
2020-02-18,Empresa C,COP,1397536
2020-02-19,Empresa C,COP,1375178
2020-02-20,Empresa C,COP,1168563
2020-02-21,Empresa C,COP,1284770
2020-02-22,Empresa C,COP,1286986
2020-02-23,Empresa C,COP,1136323
2020-02-24,Empresa C,COP,1425566
2020-02-25,Empresa C,COP,1210656
2020-02-26,Empresa C,COP,1028276
2020-02-27,Empresa C,COP,1531805
2020-02-28,Empresa C,COP,908093
2020-02-29,Empresa C,COP,1385228
2020-03-01,Empresa C,COP,1082213
2020-03-02,Empresa C,COP,1427050
2020-03-03,Empresa C,COP,1069729
2020-03-04,Empresa C,COP,1300854
2020-03-05,Empresa C,COP,935980
2020-03-06,Empresa C,COP,1245749
2020-03-07,Empresa C,COP,1563532
2020-03-08,Empresa C,COP,1784152
2020-03-09,Empresa C,COP,1095383
2020-03-10,Empresa C,COP,1496233
2020-03-11,Empresa C,COP,1511903
2020-03-12,Empresa C,COP,1516865
2020-03-13,Empresa C,COP,1202408
2020-03-14,Empresa C,COP,1132874
2020-03-15,Empresa C,COP,1181307
2020-03-16,Empresa C,COP,1485782
2020-03-17,Empresa C,COP,1582510
2020-03-18,Empresa C,COP,1133011
2020-03-19,Empresa C,COP,1458057
2020-03-20,Empresa C,COP,1521586
2020-03-21,Empresa C,COP,1000668
2020-03-22,Empresa C,COP,1556261
2020-03-23,Empresa C,COP,1211883
2020-03-24,Empresa C,COP,1163272
2020-03-25,Empresa C,COP,1134901
2020-03-26,Empresa C,COP,1074313
2020-03-27,Empresa C,COP,1090591
2020-03-28,Empresa C,COP,1172472
2020-03-29,Empresa C,COP,1401680
2020-03-30,Empresa C,COP,1317491
2020-03-31,Empresa C,COP,1453931
2020-04-01,Empresa C,COP,1217661
2020-04-02,Empresa C,COP,1235620
2020-04-03,Empresa C,COP,1131566
2020-04-04,Empresa C,COP,1079175
2020-04-05,Empresa C,COP,1487709
2020-04-06,Empresa C,COP,1121532
2020-04-07,Empresa C,COP,1491336
2020-04-08,Empresa C,COP,1626876
2020-04-09,Empresa C,COP,1684093
2020-04-10,Empresa C,COP,1168778
2020-04-11,Empresa C,COP,1887520
2020-04-12,Empresa C,COP,952973
2020-04-13,Empresa C,COP,1511400
2020-04-14,Empresa C,COP,1491042
2020-04-15,Empresa C,COP,1282551
2020-04-16,Empresa C,COP,1265865
2020-04-17,Empresa C,COP,1401550
2020-04-18,Empresa C,COP,1576604
2020-04-19,Empresa C,COP,1581414
2020-04-20,Empresa C,COP,1194780
2020-04-21,Empresa C,COP,1511580
2020-04-22,Empresa C,COP,1452536
2020-04-23,Empresa C,COP,1568279
2020-04-24,Empresa C,COP,1089742
2020-04-25,Empresa C,COP,1492471
2020-04-26,Empresa C,COP,1220953
2020-04-27,Empresa C,COP,1266381
2020-04-28,Empresa C,COP,1676180
2020-04-29,Empresa C,COP,1528048
2020-04-30,Empresa C,COP,1209679
2020-05-01,Empresa C,COP,1462071
2020-05-02,Empresa C,COP,1415710
2020-05-03,Empresa C,COP,1386320
2020-05-04,Empresa C,COP,1509870
2020-05-05,Empresa C,COP,1647470
2020-05-06,Empresa C,COP,1433102
2020-05-07,Empresa C,COP,1388634
2020-05-08,Empresa C,COP,1312876
2020-05-09,Empresa C,COP,1828224
2020-05-10,Empresa C,COP,1507097
2020-05-11,Empresa C,COP,1607518
2020-05-12,Empresa C,COP,1464304
2020-05-13,Empresa C,COP,1513901
2020-05-14,Empresa C,COP,1693425
2020-05-15,Empresa C,COP,1735076
2020-05-16,Empresa C,COP,1403097
2020-05-17,Empresa C,COP,1710939
2020-05-18,Empresa C,COP,1571324
2020-05-19,Empresa C,COP,1514039
2020-05-20,Empresa C,COP,1729365
2020-05-21,Empresa C,COP,1581692
2020-05-22,Empresa C,COP,1368331
2020-05-23,Empresa C,COP,1660037
2020-05-24,Empresa C,COP,1955032
2020-05-25,Empresa C,COP,1785256
2020-05-26,Empresa C,COP,1690834
2020-05-27,Empresa C,COP,1664367
2020-05-28,Empresa C,COP,1501331
2020-05-29,Empresa C,COP,1143828
2020-05-30,Empresa C,COP,2138794
2020-05-31,Empresa C,COP,1649654
2020-06-01,Empresa C,COP,1705834
2020-06-02,Empresa C,COP,1822612
2020-06-03,Empresa C,COP,2298692
2020-06-04,Empresa C,COP,1873749
2020-06-05,Empresa C,COP,1208604
2020-06-06,Empresa C,COP,1509891
2020-06-07,Empresa C,COP,1703602
2020-06-08,Empresa C,COP,2181349
2020-06-09,Empresa C,COP,1778179
2020-06-10,Empresa C,COP,1970309
2020-06-11,Empresa C,COP,1829748
2020-06-12,Empresa C,COP,1297017
2020-06-13,Empresa C,COP,1615340
2020-06-14,Empresa C,COP,1601804
2020-06-15,Empresa C,COP,1816290
2020-06-16,Empresa C,COP,1499542
2020-06-17,Empresa C,COP,1764496
2020-06-18,Empresa C,COP,1618814
2020-06-19,Empresa C,COP,2018126
2020-06-20,Empresa C,COP,1680432
2020-06-21,Empresa C,COP,1658453
2020-06-22,Empresa C,COP,1737437
2020-06-23,Empresa C,COP,1898783
2020-06-24,Empresa C,COP,2044652
2020-06-25,Empresa C,COP,2068411
2020-06-26,Empresa C,COP,2035485
2020-06-27,Empresa C,COP,1973136
2020-06-28,Empresa C,COP,1939186
2020-06-29,Empresa C,COP,1987508
2020-06-30,Empresa C,COP,2502992
2020-07-01,Empresa C,COP,1754926
2020-07-02,Empresa C,COP,1981351
2020-07-03,Empresa C,COP,1443962
2020-07-04,Empresa C,COP,1948859
2020-07-05,Empresa C,COP,1487324
2020-07-06,Empresa C,COP,2011959
2020-07-07,Empresa C,COP,2375188
2020-07-08,Empresa C,COP,1988825
2020-07-09,Empresa C,COP,1346180
2020-07-10,Empresa C,COP,2043568
2020-07-11,Empresa C,COP,2322483
2020-07-12,Empresa C,COP,2189445
2020-07-13,Empresa C,COP,1650415
2020-07-14,Empresa C,COP,2101974
2020-07-15,Empresa C,COP,1635763
2020-07-16,Empresa C,COP,1816141
2020-07-17,Empresa C,COP,2047170
2020-07-18,Empresa C,COP,1757743
2020-07-19,Empresa C,COP,1667899
2020-07-20,Empresa C,COP,2312834
2020-07-21,Empresa C,COP,2271728
2020-07-22,Empresa C,COP,1836537
2020-07-23,Empresa C,COP,1769895
2020-07-24,Empresa C,COP,2051957
2020-07-25,Empresa C,COP,1886943
2020-07-26,Empresa C,COP,2016032
2020-07-27,Empresa C,COP,1854250
2020-07-28,Empresa C,COP,2193441
2020-07-29,Empresa C,COP,2060865
2020-07-30,Empresa C,COP,1701303
2020-07-31,Empresa C,COP,2171217
2020-08-01,Empresa C,COP,2206273
2020-08-02,Empresa C,COP,2256060
2020-08-03,Empresa C,COP,2079992
2020-08-04,Empresa C,COP,1888756
2020-08-05,Empresa C,COP,1747521
2020-08-06,Empresa C,COP,2336040
2020-08-07,Empresa C,COP,1925393
2020-08-08,Empresa C,COP,1932934
2020-08-09,Empresa C,COP,1907870
2020-08-10,Empresa C,COP,2255813
2020-08-11,Empresa C,COP,2431611
2020-08-12,Empresa C,COP,1975521
2020-08-13,Empresa C,COP,2386613
2020-08-14,Empresa C,COP,1445524
2020-08-15,Empresa C,COP,1784369
2020-08-16,Empresa C,COP,1631909
2020-08-17,Empresa C,COP,2507770
2020-08-18,Empresa C,COP,2125832
2020-08-19,Empresa C,COP,2651021
2020-08-20,Empresa C,COP,2126760
2020-08-21,Empresa C,COP,1458213
2020-08-22,Empresa C,COP,2160178
2020-08-23,Empresa C,COP,2561761
2020-08-24,Empresa C,COP,1644040
2020-08-25,Empresa C,COP,2212304
2020-08-26,Empresa C,COP,2370191
2020-08-27,Empresa C,COP,2390701
2020-08-28,Empresa C,COP,2448828
2020-08-29,Empresa C,COP,2405945
2020-08-30,Empresa C,COP,2075840
2020-08-31,Empresa C,COP,2060597
2020-09-01,Empresa C,COP,1844066
2020-09-02,Empresa C,COP,2068659
2020-09-03,Empresa C,COP,1934648
2020-09-04,Empresa C,COP,1854232
2020-09-05,Empresa C,COP,2583970
2020-09-06,Empresa C,COP,2399600
2020-09-07,Empresa C,COP,2408662
2020-09-08,Empresa C,COP,2627199
2020-09-09,Empresa C,COP,2155564
2020-09-10,Empresa C,COP,2416204
2020-09-11,Empresa C,COP,1726173
2020-09-12,Empresa C,COP,2710599
2020-09-13,Empresa C,COP,2733652
2020-09-14,Empresa C,COP,2048398
2020-09-15,Empresa C,COP,2473477
2020-09-16,Empresa C,COP,2070014
2020-09-17,Empresa C,COP,2059098
2020-09-18,Empresa C,COP,2315285
2020-09-19,Empresa C,COP,1679311
2020-09-20,Empresa C,COP,2502342
2020-09-21,Empresa C,COP,2267849
2020-09-22,Empresa C,COP,2210108
2020-09-23,Empresa C,COP,2386251
2020-09-24,Empresa C,COP,2522421
2020-09-25,Empresa C,COP,1795063
2020-09-26,Empresa C,COP,2194147
2020-09-27,Empresa C,COP,1779747
2020-09-28,Empresa C,COP,1632728
2020-09-29,Empresa C,COP,1934018
2020-09-30,Empresa C,COP,1967841
2020-10-01,Empresa C,COP,2125253
2020-10-02,Empresa C,COP,2447564
2020-10-03,Empresa C,COP,2210413
2020-10-04,Empresa C,COP,2118641
2020-10-05,Empresa C,COP,1630808
2020-10-06,Empresa C,COP,2300629
2020-10-07,Empresa C,COP,1664486
2020-10-08,Empresa C,COP,2399067
2020-10-09,Empresa C,COP,2770103
2020-10-10,Empresa C,COP,2302241
2020-10-11,Empresa C,COP,2041165
2020-10-12,Empresa C,COP,2476375
2020-10-13,Empresa C,COP,1923587
2020-10-14,Empresa C,COP,2595781
2020-10-15,Empresa C,COP,2456401
2020-10-16,Empresa C,COP,2312322
2020-10-17,Empresa C,COP,2095600
2020-10-18,Empresa C,COP,2424691
2020-10-19,Empresa C,COP,2096506
2020-10-20,Empresa C,COP,2892576
2020-10-21,Empresa C,COP,2198167
2020-10-22,Empresa C,COP,2776088
2020-10-23,Empresa C,COP,2148360
2020-10-24,Empresa C,COP,2102002
2020-10-25,Empresa C,COP,2156815
2020-10-26,Empresa C,COP,2608823
2020-10-27,Empresa C,COP,2623825
2020-10-28,Empresa C,COP,2390728
2020-10-29,Empresa C,COP,2738790
2020-10-30,Empresa C,COP,2190400
2020-10-31,Empresa C,COP,1780901
2020-11-01,Empresa C,COP,2205985
2020-11-02,Empresa C,COP,2849197
2020-11-03,Empresa C,COP,1800496
2020-11-04,Empresa C,COP,2057458
2020-11-05,Empresa C,COP,2213523
2020-11-06,Empresa C,COP,2460107
2020-11-07,Empresa C,COP,2128216
2020-11-08,Empresa C,COP,1610988
2020-11-09,Empresa C,COP,2531893
2020-11-10,Empresa C,COP,2795538
2020-11-11,Empresa C,COP,2666008
2020-11-12,Empresa C,COP,2478974
2020-11-13,Empresa C,COP,1916342
2020-11-14,Empresa C,COP,1682973
2020-11-15,Empresa C,COP,2831260
2020-11-16,Empresa C,COP,2569651
2020-11-17,Empresa C,COP,2382803
2020-11-18,Empresa C,COP,2293435
2020-11-19,Empresa C,COP,2250779
2020-11-20,Empresa C,COP,2149421
2020-11-21,Empresa C,COP,1818533
2020-11-22,Empresa C,COP,2446459
2020-11-23,Empresa C,COP,2257387
2020-11-24,Empresa C,COP,2395558
2020-11-25,Empresa C,COP,1950445
2020-11-26,Empresa C,COP,2545835
2020-11-27,Empresa C,COP,2544244
2020-11-28,Empresa C,COP,2609781
2020-11-29,Empresa C,COP,2148277
2020-11-30,Empresa C,COP,1917544
2020-12-01,Empresa C,COP,2358674
2020-12-02,Empresa C,COP,2520992
2020-12-03,Empresa C,COP,1813285
2020-12-04,Empresa C,COP,2680385
2020-12-05,Empresa C,COP,2719002
2020-12-06,Empresa C,COP,2197733
2020-12-07,Empresa C,COP,2434679
2020-12-08,Empresa C,COP,2713323
2020-12-09,Empresa C,COP,2180113
2020-12-10,Empresa C,COP,2772304
2020-12-11,Empresa C,COP,2740483
2020-12-12,Empresa C,COP,1656836
2020-12-13,Empresa C,COP,2595758
2020-12-14,Empresa C,COP,2543555
2020-12-15,Empresa C,COP,2238155
2020-12-16,Empresa C,COP,3565810
2020-12-17,Empresa C,COP,2123068
2020-12-18,Empresa C,COP,2411970
2020-12-19,Empresa C,COP,2877613
2020-12-20,Empresa C,COP,2394718
2020-12-21,Empresa C,COP,2588651
2020-12-22,Empresa C,COP,2575490
2020-12-23,Empresa C,COP,3461755
2020-12-24,Empresa C,COP,2360701
2020-12-25,Empresa C,COP,1910959
2020-12-26,Empresa C,COP,2480177
2020-12-27,Empresa C,COP,1732572
2020-12-28,Empresa C,COP,2405195
2020-12-29,Empresa C,COP,3106309
2020-12-30,Empresa C,COP,3295259
2020-12-31,Empresa C,COP,2110022
